2020-12-02 06:32:32,"RT @GoSumbarcom: Hargai Anies Jujur Positif Covid-19, DPR: Itu Bukan Aib https://t.co/vasRTe2CWM",GoSumbarcom
2020-12-02 06:32:32,"RT @JPenerangan: Kementerian Komunikasi dan Multimedia (KKMM) sedang menambah baik penyampaian mesej mengenai pandemik COVID-19, khususnya…",inilamsunoy
2020-12-02 06:32:30,"@maman1965 Covid masih ada, lindungi diri kalian🙏
#memakaimasker 
#mencucitangan 
#menjagajarak… https://t.co/9KtHZnYO7r",dhodikariel
2020-12-02 06:32:29,Bersama kita dukung program vaksinasi guna memutus mata rantai penularan Covid-19 dgn tetap menerapkan disiplin Pro… https://t.co/9yag4BII2O,RETHA_Monicaa
2020-12-02 06:32:25,"@JPFBASE Naruto, One Piece, Detective Conan. Itu awalnya, garagara Covid langsung keterusan nonton yg lain",__alzqf
2020-12-02 06:32:23,"Hallo Kawan JM

Patuhi protokol kesehatan untuk memutus penyebaran Covid-19, buat Kawan JM yang beraktivitas dimana… https://t.co/j8iv0dz5sF",PTJASAMARGA
2020-12-02 06:32:22,"""COVID-19 imeangusha Biashara ya Dunia kutoka 60% mpaka37% ya pato la Dunia kufikia Sept 2020.Afrika Mashariki uwia… https://t.co/uyziW1z7fP",GidionMosha
2020-12-02 06:32:22,RT @erdina_zullaika: Hospital batu pahat akan digunakan untuk hospital covid bermula malam ini. Hospital permai dan kluang dah penuh. Yang…,nryuni_
2020-12-02 06:32:21,"RT @MaspiyuO: Dikecam Luas Netizen, Komisaris BUMN @pelni162 @kangdede78  Yang Ajak Warga DKI Bersyukur Anies Kena Covid, Akhirnya Ngacir H…",Najwafatina99
2020-12-02 06:32:20,RT @satanasya: uncle ni pernah masuk filem rock oo! scene jijo tengah cari lead guitarist rimba bara. banyak vinyl sedap sedap tapi duit ta…,syafiqshinchan
2020-12-02 06:32:20,RT @kelincimungiel: Politikus Partai Golkar itu mendukung sikap Presiden Jokowi yang aktif  dalam mengawasi dan memberi teguran kepada para…,HantuLaaut
2020-12-02 06:32:19,"Mohammad Rizieq Syihab atau Habib Rizieq mendapat peringatan keras dari pemerintah. Sebab, Rizieq dinilai tidak koo… https://t.co/jbTErj2ZgJ",JisooJ5
2020-12-02 06:32:16,"Protokol kesehatan yaitu memakai masker, menjaga jarak dan mencuci tangan (3M) menjadi langkah perlindungan bersama… https://t.co/WpNVqCc6cF",jitoe02
2020-12-02 06:32:14,RT @RSetiadji720: @kh_notodiputro @narkosun @LisaAmartatara3 Kata UAS covid-19 tentara Allah yg menyerang musuh Allah. Berarti anies adalah…,GyatWidyas
2020-12-02 06:32:14,"2. Jubir Satgas Penanganan Covid-19, Wiku Adisasmito mengucapkan terimakasih atas usaha &amp; kerja keras, serta kesaba… https://t.co/dgQ7znYcKc",RETHA_Monicaa
2020-12-02 06:32:13,1. Satgas Penanganan Covid-19 Nasional mengapresiasi dan berterimakasih pd pihak² yg bekerja melawan wabah Covid-19… https://t.co/Z3fsgAsQ7r,RETHA_Monicaa
2020-12-02 06:32:13,"Banyak ternyata yang pengen tau selain 3M, kudu konsumsi apa biar sebisa mungkin terhindar covid. Baiklah dengan te… https://t.co/RDNGqA0vgK",sdenta
2020-12-02 06:32:09,"@OposisiCerdas Apakah boleh saya menduga
Di covidkan. Kemudian dibuat spti Munir atw Yasser Arafat. Dan dikatakan p… https://t.co/a8mxixAgSa",sucidaputri0202
2020-12-02 06:32:07,"@LisaAmartatara3 Tp komentar ibu itu clear, tidak kena covid 19 org yg berwudhu, sama jg dg analogi, tidak akan kec… https://t.co/AAVEDEoDka",reiwacaniago
2020-12-02 06:32:05,"RT @kelincimungiel: ""Tentu kita harus optimis, kan semua lembaga tak terkecuali sudah bekerja sangat keras dalam penanganan Covid-19 di Tan…",HantuLaaut
2020-12-02 06:32:03,Bawaslu Bali minta para saksi di TPS ikuti tes cepat COVID-19: Badan Pengawas Pemilu (Bawaslu) Provinsi Bali mengha… https://t.co/gnedV19TP6,antaranews_bali
2020-12-02 06:31:58,Mahfud MD meminta Rizieq bersikap kooperatif terhadap pemerintah agar penanganan COVID-19 berjalan maksimal.… https://t.co/w1KNcljVGs,Lucas1484385284
2020-12-02 06:31:55,"RT @firdzaradiany: Angka kasus COVID-19 Jawa Tengah meledak di periode Okt-Nov 2020.

Terjadi :

- kenaikan total kasus 64,83%
- kenaikan k…",Prasety44990944
2020-12-02 06:31:53,Kapolda Jabar Irjen Ahmad Dofiri memberikan penjelasan terkait sejumlah pasal yang diduga dilanggar oleh Rizieq Syi… https://t.co/PQmdGzdZoH,Kaka43738381
2020-12-02 06:31:52,"RT @arintiafeni: Benar-benar dahsyat efek RIZIEQ...

Banyak pejabat bernasib pahit, kalo gak dipecat yaa ketularan covid-19...
Rijik FPI Pr…",siunyil94baru
2020-12-02 06:31:52,"RT @DTanjung15: Kepada yang Mengatakan Nyai Dewi Tukang Fitnah Dan Hoax
Ini Hasil Test Covid-19 
Rizik sihab Bin Kabur..
Silahkan Otak2 Dan…",dimasrahmat9
2020-12-02 06:31:51,RT @Ronnie_Rusli: Semua yang namanya AC Central Gedung atau Mall adalah alat yg tidak pernah diprakirakan sebagai alat sirkulasi Virus Covi…,bangtoyib002
2020-12-02 06:31:50,"Pilkada sebentar lagi akan berlangsung, Ayo Wujudkan Pilkada Aman, Damai, Sejuk dan Sehat dengan Tetap Menerapkan P… https://t.co/YmJbo3YHoV",MagetanPolres55
2020-12-02 06:31:49,@chelmunks Udah bete duluan gara2 covid nggak kelar2 wkwkwk,theflazzzh
2020-12-02 06:31:49,RT @erdina_zullaika: Hospital batu pahat akan digunakan untuk hospital covid bermula malam ini. Hospital permai dan kluang dah penuh. Yang…,_nrfdaa
2020-12-02 06:31:48,"RT @kelincimungiel: Wakil Ketua DPR RI.Azis Syamsuddin, membenarkan pernyataan optimis Presiden Joko Widodo (Jokowi) terkait kemampuan peme…",HantuLaaut
2020-12-02 06:54:51,"RT @korantempo: Corona menyerang banyak pejabat. Kemarin, Gubernur DKI Anies Baswedan mengumumkan hasil tes usapnya yang dinyatakan positif…",1havi1
2020-12-02 06:54:49,RT @sxlbccdksll: makin sini makin nambah idol kpop yang positif covid-19 please semoga member exo sehat² jauhin mereka dari virus covid-19…,Ohshnananana
2020-12-02 06:54:47,"""Saya optimis mulai tahun depan perekonomian Indonesia akan tumbuh positif. Saat ini, Indonesia bisa menekan pandem… https://t.co/I48wX0C8J8",budhi_budheng
2020-12-02 06:54:46,"Dia meyakinkan, perekonomian Indonesia akan kembali tumbuh positif tahun depan. Sebab pemerintah telah berhasil menangani pandemi Covid-19.",budhi_budheng
2020-12-02 06:54:46,"RT @RETHA_Monicaa: 2. Rizieq jg menolak upaya penelusuran kontak yg dilakukan oleh satuan Satgas Penanganan Covid-19

Rijik FPI Provokator…",RETHA_Monicaa
2020-12-02 06:54:45,@rdziatul Nmmm sempat la habis covid kot 😂😂😂😂,miszfeahana24
2020-12-02 06:54:44,"Lebih lanjut Luhut mengatakan sebagai dampak pandemi Covid-19 pertumbuhan PDB di Asia diperkirakan menyusut 2,9 per… https://t.co/fw3ywcDvWx",budhi_budheng
2020-12-02 06:54:41,"Humas Semen
Pilkada sebentar lagi akan berlangsung, Ayo Wujudkan Pilkada Aman, Damai, Sejuk dan Sehat dengan Tetap… https://t.co/OKz1FsrhGr",KerupukRenyah3
2020-12-02 06:54:41,"Kpop: Yiren dan Sihyeon Everglow Terkonfirmasi Positif Covid-19 #EVERGLOW #YirenEverglow #Sihyeon 

https://t.co/5f2Lou2AA9",guisejae
2020-12-02 06:54:40,"""Jika semua berjalan sesuai rencana, Insya Allah kami berharap pasokan vaksin Covid-19 sudah siap pada Desember 202… https://t.co/2rEW19eOTI",budhi_budheng
2020-12-02 06:54:39,"Menteri Koordinator Bidang Kemaritiman dan Investasi, Luhut Binsar Pandjaitan mengatakan pasokan vaksin Covid-19 un… https://t.co/vRcHuK2Lrf",budhi_budheng
2020-12-02 06:54:39,"RT @MT_Reborn: -Anies ketemu HRS tgl 11-11-2020.
-Anies di periksa di Polda tgl 17-11-2020.
-Anies ketemu Kapolda Metro yg baru tgl 23-11-2…",BchardiH
2020-12-02 06:54:38,"RT @RETHA_Monicaa: 1. Pemimpin FPI, Rizieq Shihab menolak mengumumkan hasil pemeriksaan virus corona ke publik

Rijik FPI Provokator Pandem…",RETHA_Monicaa
2020-12-02 06:54:32,Pengelola Rumah Lawan Covid-19 akan menyediakan ruangan khusus untuk dijadikan lokasi pemungutan suara Pilkada Tang… https://t.co/OkGgB3DjdV,kompascom
2020-12-02 06:54:27,"RT @_anasismbywawa: ""Musim covid ni tak dapat pergi watson""

""barang makeup semua dah habis""

Jangan risauuuuu
Grab je Mystery box by ANASi…",diannnnihaaa
2020-12-02 06:54:26,"Lur Ajah Kelalen Gunakan Hak Pilihe.
Sukseskan Pilkada Kebumen.
Putus Penyebaran Virus Corona Covid-19 di Kebumen. https://t.co/q0n8yaKdwB",MiritPolsek
2020-12-02 06:54:23,RT @erdina_zullaika: Hospital batu pahat akan digunakan untuk hospital covid bermula malam ini. Hospital permai dan kluang dah penuh. Yang…,missnazura
2020-12-02 06:54:21,"Colokin nih ke moncong donu biar tau diri

Sejumlah Relawan Satgas COVID-19 Desak Doni Monardo Mundur

Sejumlah rel… https://t.co/mGCO9VXoIa",Aryprasetyo85
2020-12-02 06:54:21,Mari Bersama Mencegah Penyebaran Covid 19 Dengan Mentaati Peraturan Pemerintah Selalu Terapkan 3 M. https://t.co/TIFRr55Twd,cawas_polsek
